,,,,"//=====
// String start: maintext-0x7948
//=====",,,,,,
"string","maintext-0x7948_1",,,"どっちにしろ　つぎで　けっちゃくがつく\n
マシンは　かくじつに　しあげておいてやる\n
こころおきなく　たたかえ！","Whatever happens, the next race decides everything. I'll crank your machine up to the limit. Fight, boy!",,"=IF(F1968=I1968, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x7948"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7989
//=====",,,,,,
"string","maintext-0x7989_1",,,"やっぱり　キングは　すげえや・・・\n
オレなんかに　かてるあいてじゃない・・・","King is just too awesome...\n
As if [b]I'd[std] ever be able to win against him.",,"=IF(F1970=I1970, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x7989"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x79B9
//=====",,,,,,
"string","maintext-0x79B9_1",,,"ばかもん！！\n
そんな　よわきに　なるんじゃったら\n
ゼロヨンなんか　やめてしまえ！！","Idiot!\n
If you're going to get that depressed, just go ahead and quit zero yon!",,"=IF(F1972=I1972, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x79B9"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x79EA
//=====",,,,,,
"string","maintext-0x79EA_1",,,"[speed]<$FF>
[setpos]<$02><$04>
やめない
[setpos]<$04><$04>
やめる","[speed]<$FF>
[setpos]<$02><$03>
Don't quit
[setpos]<$04><$03>
Quit",,"=IF(F1974=I1974, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x79EA"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x79FB
//=====",,,,,,
"string","maintext-0x79FB_1",,,"ごめんよ　ガンさん","Sorry, Gan.",,"=IF(F1976=I1976, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x79FB"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"string","maintext-0x79FB_3",,,"オレには　やっぱり　むりだったんだよ\n
おれ　いなかにかえって　しょくどうつぐよ","It's just too much for me after all.\n
I'm going back to the countryside to take over the family restaurant.",,"=IF(F1977=I1977, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7A3A
//=====",,,,,,
"string","maintext-0x7A3A_1",,,"そうか・・・\n
おまえとは　みじかい　つきあいだったが・・おちついたら　てがみでもくれ・・・","I see...Well, I didn't know you long, but...once you've settled in, send me a letter or something...",,"=IF(F1979=I1979, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x7A3A"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7A6F
//=====",,,,,,
"string","maintext-0x7A6F_1",,,"ごめんよ　ガンさん・・・","Sorry, Gan...",,"=IF(F1981=I1981, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x7A6F"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"string","maintext-0x7A6F_3",,,"いままでだって　くじけずに　やってきたんだたとえ　なんかい　まけたって\n
ぜったい日本一に　なってやる！！","I've come this far without giving up.\n
No matter how many times I have to lose first, I [b]will[std] be the best in Japan!",,"=IF(F1982=I1982, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7ABD
//=====",,,,,,
"string","maintext-0x7ABD_1",,,"それでこそ\pじゃ","Attaboy, \p.",,"=IF(F1984=I1984, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x7ABD"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"string","maintext-0x7ABD_3",,,"わしも　とことん　つきあうぞ！\n
とりあえず　きょうは　かえろう","I'll be with you till the end!\n
Let's all head home for today.",,"=IF(F1985=I1985, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7AEF
//=====",,,,,,
"string","maintext-0x7AEF_1",,,"ガンさん　おはよう","Morning, Gan.",,"=IF(F1987=I1987, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x7AEF"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7AFD
//=====",,,,,,
"string","maintext-0x7AFD_1",,,"おお　きたか\n
マシンのちょうしは　いいぞ\n
きょうこそは　きっとかてる","Oh, you're here. Your machine's looking sharp. Today will definitely be the day.",,"=IF(F1989=I1989, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x7AFD"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7B25
//=====",,,,,,
"string","maintext-0x7B25_1",,,"うん！　おれ　やるよ！！","That's right! Let's roll!",,"=IF(F1991=I1991, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x75B2"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x7B25"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"chapter","textscript-section-0x7B34","Miscellaneous",,"//==================================
// Miscellaneous
//==================================",,,,,,
"page","textscript-section-0x7B34","Arcade race game results",,"//=====
// Arcade race game results
//=====",,,,,,
,,,,"//=====
// String start: maintext-0x7B34
//=====",,,,,,
"string","maintext-0x7B34_0",,,"STARS　　[num3ff]<$45><$26>　(×200)\n
TIME　BONUS　　[num5ff]<$46><$26>\n
TOTAL　　　[num5ff]<$C4><$20>","[monospace]STARS　　[num3ff]<$45><$26>　(x200)\n
TIME BONUS　　[num5ff]<$46><$26>\n
TOTAL　　　[num5ff]<$C4><$20>[std]",,"=IF(F1995=I1995, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7B34"",""pre_comments"":[{""content"":""String start: maintext-0x7B34"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7B62
//=====",,,,,,
"string","maintext-0x7B62_0",,,"[speed]<$FF>","[speed]<$FF>",,"=""DUPE: ""&ADDRESS(ROW(F54), COLUMN(F54), 4)",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""contentIsDupeOf"":""maintext-0x369_1"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7B34"",""pre_comments"":[{""content"":""String start: maintext-0x7B62"",""type"":""small""}],""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"page","textscript-section-0x7B65","Name/password entry",,"//=====
// Name/password entry
//=====",,,,,,
,,,,"//=====
// String start: maintext-0x7B65
//=====",,,,,,
"string","maintext-0x7B65_0",,,"[speed]<$FF>
[setpos]<$01><$03>
パスワード","[speed]<$FF>
[setpos]<$01><$03>
Password",,"=IF(F2000=I2000, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7B65"",""pre_comments"":[{""content"":""String start: maintext-0x7B65"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7B75
//=====",,,,,,
"string","maintext-0x7B75_0",,,"[speed]<$FF>
[setpos]<$01><$01>
なまえを　いれてください
[setpos]<$04><$03>
[SELECT_1][SELECT_2][SELECT_3][SELECT_4]で　きりかえ！
[setpos]<$06><$04>
[RUN_1][RUN_2][RUN_3]で　けってい！","[speed]<$FF>
[setpos]<$01><$01>
Enter a name.
//[setpos]<$04><$03>
//[SELECT_1][SELECT_2][SELECT_3][SELECT_4] to switch!
[setpos]<$04><$01>
Press Run to confirm!",,"=IF(F2002=I2002, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7B65"",""pre_comments"":[{""content"":""String start: maintext-0x7B75"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7B88
//=====",,,,,,
"string","maintext-0x7B88_0",,,"
[setpos]<$04><$03>
[SELECT_1][SELECT_2][SELECT_3][SELECT_4]で　きりかえ！
[setpos]<$06><$04>
[RUN_1][RUN_2][RUN_3]で　けってい！","//[setpos]<$04><$03>
//[SELECT_1][SELECT_2][SELECT_3][SELECT_4] to switch!
[setpos]<$04><$03>
Press Run to confirm!",,"=IF(F2004=I2004, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7B65"",""pre_comments"":[{""content"":""String start: maintext-0x7B88"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7BAA
//=====",,,,,,
"string","maintext-0x7BAA_0",,,"
[setpos]<$05><$04>
[hr_left][hr_center][hr_center][hr_center][hr_right]","[setpos]<$05><$04>
[hr_left][hr_center][hr_center][hr_center][hr_right]",,"=IF(F2006=I2006, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7B65"",""pre_comments"":[{""content"":""String start: maintext-0x7BAA"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7BB3
//=====",,,,,,
"string","maintext-0x7BB3_0",,,"
[setpos]<$02><$03>
・・・・・
[setpos]<$04><$02>
・・・・・・・　・・・・・
[setpos]<$06><$02>
・・・・・・・　・・・・・・・","[setpos]<$02><$03>
・・・・・
[setpos]<$04><$02>
・・・・・・・　・・・・・
[setpos]<$06><$02>
・・・・・・・　・・・・・・・",,"=IF(F2008=I2008, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7B65"",""pre_comments"":[{""content"":""String start: maintext-0x7BB3"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7BDF
//=====",,,,,,
"string","maintext-0x7BDF_0",,,"
[setpos]<$02><$03>
・・・・・","[setpos]<$02><$03>
・・・・・",,"=IF(F2010=I2010, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7B65"",""pre_comments"":[{""content"":""String start: maintext-0x7BDF"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7BE9
//=====",,,,,,
"string","maintext-0x7BE9_0",,,"パスワードが\n
ちがいます","Invalid password.",,"=IF(F2012=I2012, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7B65"",""pre_comments"":[{""content"":""String start: maintext-0x7BE9"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"page","textscript-section-0x7BFD","Vs. mode menus, save management",,"//=====
// Vs. mode menus, save management
//=====",,,,,,
,,,,"//=====
// String start: maintext-0x7BFD
//=====",,,,,,
"string","maintext-0x7BFD_1",,,"[speed]<$FF>
[setpos]<$02><$01>
[call19]<$27><$6C>
[setpos]<$03><$01>
PLAYER[hr_center][num3ff]<$B7><$27>
[setpos]<$04><$01>
[call19]<$27><$6C>
[setpos]<$08><$01>
[call19]<$27><$6C>
[setpos]<$09><$01>
[num5]<$00><$22>000円","[speed]<$FF>
[setpos]<$02><$01>
[call19]<$27><$6C>
[setpos]<$03><$03>
[1px][1px][1px]Player [num3ff]<$B7><$27>
[setpos]<$04><$01>
[call19]<$27><$6C>
[setpos]<$08><$01>
[call19]<$27><$6C>
[setpos]<$09><$01>
[monospace]¥[num5]<$00><$22>000[std]",,"=IF(F2015=I2015, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7BFD"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7C2A
//=====",,,,,,
"string","maintext-0x7C2A_1",,,"[speed]<$FF>[call19]<$FD><$BB>
[setpos]<$06><$01>
[call19]<$06><$26>","[speed]<$FF>[call19]<$FD><$BB>
[setpos]<$06><$01>
[call19]<$06><$26>",,"=IF(F2017=I2017, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7C2A"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7C37
//=====",,,,,,
"string","maintext-0x7C37_1",,,"[speed]<$FF>
[setpos]<$02><$04>
シルビア
[setpos]<$04><$04>
スターレット
[setpos]<$06><$04>
CR-X
[setpos]<$08><$04>
データロード
[setpos]<$0D><$06>
クルマを
[setpos]<$0F><$06>
　えらんでください","[speed]<$FF>
[setpos]<$02><$04>
Silvia
[setpos]<$04><$04>
Starlet
[setpos]<$06><$04>
CR-X
[setpos]<$08><$04>
Load Data
[setpos]<$0D><$05>
[4px][1px]Select a car.
//[setpos]<$0F><$06>
//　えらんでください",,"=IF(F2019=I2019, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7C37"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7C77
//=====",,,,,,
"string","maintext-0x7C77_1",,,"[speed]<$FF>
[setpos]<$02><$04>
0-400m
[setpos]<$04><$04>
0-1000m
[setpos]<$07><$06>
コースの　きょり","[speed]<$FF>
[setpos]<$02><$04>
0-400m
[setpos]<$04><$04>
0-1000m
[setpos]<$07><$05>
[1px]Course Length",,"=IF(F2021=I2021, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7C77"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7C9D
//=====",,,,,,
"string","maintext-0x7C9D_1",,,"[speed]<$FF>
[setpos]<$02><$04>
1かい
[setpos]<$04><$04>
3かい
[setpos]<$06><$04>
9かい
[setpos]<$09><$06>
たいせんかいすう","[speed]<$FF>
[setpos]<$02><$04>
1
[setpos]<$04><$04>
3
[setpos]<$06><$04>
9
[setpos]<$09><$03>
[1px][1px][1px]Number of Heats",,"=IF(F2023=I2023, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7C9D"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7CBE
//=====",,,,,,
"string","maintext-0x7CBE_1",,,"[speed]<$FF>
[setpos]<$02><$04>
300万円
[setpos]<$04><$04>
500万円
[setpos]<$06><$04>
1000万円
[setpos]<$08><$04>
データロード
[setpos]<$0D><$07>
クルマの　せんたく","[speed]<$FF>
[setpos]<$02><$04>
¥3,000,000
[setpos]<$04><$04>
¥5,000,000
[setpos]<$06><$04>
¥10,000,000
[setpos]<$08><$04>
Load Data
[setpos]<$0D><$06>
[4px][1px][1px]Car Select",,"=IF(F2025=I2025, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7CBE"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7CF4
//=====",,,,,,
"string","maintext-0x7CF4_0",,,"
[setpos]<$02><$03>
PLAYER-[num3ff]<$B7><$27>","[setpos]<$02><$04>
[4px][1px][1px][1px]Player [num3ff]<$B7><$27>",,"=IF(F2027=I2027, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7CF4"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7D02
//=====",,,,,,
"string","maintext-0x7D02_1",,,"これでよろしいですか　？","Is this okay?",,"=IF(F2029=I2029, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7D02"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7D13
//=====",,,,,,
"string","maintext-0x7D13_1",,,"あいての　クルマと\n
とりかえますか　？","Swap cars with your opponent?",,"=IF(F2031=I2031, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7D13"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7D2B
//=====",,,,,,
"string","maintext-0x7D2B_0",,,"YOU　WIN　！","You win!",,"=IF(F2033=I2033, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7D2B"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7D35
//=====",,,,,,
"string","maintext-0x7D35_0",,,"GAME　OVER","Game Over",,"=IF(F2035=I2035, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7D35"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7D3F
//=====",,,,,,
"string","maintext-0x7D3F_1",,,"
[setpos]<$02><$02>
HEAT　WON　BY　PLAYER-[num3ff]<$1F><$22>
[setpos]<$05><$05>
GAME　COUNT
[setpos]<$07><$07>
[num3ff]<$BF><$27>　:　[num3ff]<$C0><$27>","[setpos]<$02><$06>
[4px]Heat won by Player [num3ff]<$1F><$22>
[setpos]<$05><$08>
[4px]Match Record
[setpos]<$07><$09>
[4px][monospace][num3ff]<$BF><$27>[8px]/[8px][num3ff]<$C0><$27>[std]",,"=IF(F2037=I2037, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7D3F"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7D73
//=====",,,,,,
"string","maintext-0x7D73_1",,,"
[setpos]<$03><$04>
CONGRATURATION　！
[setpos]<$06><$02>
WINNER　IS　PLAYER-[num3ff]<$1F><$22>","[setpos]<$03><$07>
[4px][1px][1px]Congratulations!
[setpos]<$06><$02>
Player [num3ff]<$1F><$22> wins!",,"=IF(F2039=I2039, ""UNTRANSLATED"", """")",,"A WINNER IS YOU! — Supper (2025-04-18 13:28:38)","{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7D73"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7D9F
//=====",,,,,,
